lat,lon
43.193,-79.48236999999999
43.1938,-79.42086
43.194559999999996,-79.35935
43.19529,-79.29785
43.235409999999995,-79.66814000000001
43.236309999999996,-79.60659
43.23717,-79.54504
43.238,-79.48348
43.23879,-79.42194
43.23955,-79.36038
43.24028,-79.29883000000001
43.240970000000004,-79.23727
43.24163,-79.17572
43.24693,-77.57536
43.27947,-79.731
43.2804,-79.6694
43.2813,-79.6078
43.28215,-79.5462
43.28298,-79.4846
43.28378,-79.423
43.28454,-79.3614
43.28526,-79.2998
43.285959999999996,-79.2382
43.286609999999996,-79.17661
43.287240000000004,-79.11501
43.28783,-79.05341
43.28839,-78.99181
43.29213,-77.63664
43.291920000000005,-77.57504
43.29166,-77.51344
43.29138,-77.45185
43.291059999999995,-77.39025
43.29071,-77.32865
43.29033,-77.26705
43.28991,-77.20545
43.28945,-77.14385
43.288959999999996,-77.08225
43.28844,-77.02065999999999
43.287890000000004,-76.95906
43.324459999999995,-79.7323
43.325390000000006,-79.67065
43.32628,-79.60901
43.32714,-79.54736
43.32797,-79.48572
43.32877,-79.42408
43.32952,-79.36243
43.33025,-79.30079
43.330940000000005,-79.23914
43.3316,-79.1775
43.332229999999996,-79.11585
43.33282,-79.05421
43.33338,-78.99256
43.3339,-78.93092
43.33439,-78.86927
43.33485,-78.80762
43.337309999999995,-77.69801
43.33712,-77.63637
43.336909999999996,-77.57472
43.33665,-77.51308
43.33637,-77.45143
43.33605,-77.38979
43.3357,-77.32814
43.33531,-77.26649
43.33489,-77.20485
43.33444,-77.1432
43.33395,-77.08156
43.33343,-77.01991
43.332879999999996,-76.95827
43.33229,-76.89663
43.33167,-76.83498
43.33101,-76.77334
43.36945,-79.7336
43.37038,-79.67191
43.37127,-79.61022
43.37213,-79.54853
43.37296,-79.48684
43.37375,-79.42515
43.374520000000004,-79.36346
43.375240000000005,-79.30176999999999
43.37593,-79.24006999999999
43.37659,-79.17838
43.37722,-79.11669
43.37781,-79.055
43.378370000000004,-78.99331
43.378890000000006,-78.93162
43.37938,-78.86993000000001
43.37984,-78.80824
43.38026,-78.74654
43.38065,-78.68484000000001
43.381009999999996,-78.62315
43.38133,-78.56146
43.38162,-78.49977
43.38187,-78.43808
43.382090000000005,-78.37639
43.38228,-78.3147
43.38243,-78.25301
43.38255,-78.19131
43.38264,-78.12961999999999
43.382690000000004,-78.06793
43.382709999999996,-78.00624
43.382690000000004,-77.94455
43.38264,-77.88286
43.38256,-77.82117
43.38245,-77.75948000000001
43.382290000000005,-77.69778000000001
43.38211,-77.63609
43.381890000000006,-77.5744
43.381640000000004,-77.51271
43.38136,-77.45102
43.381040000000006,-77.38933
43.38069,-77.32764
43.3803,-77.26595
43.37988,-77.20425
43.37943,-77.14256
43.37894,-77.08086
43.37842,-77.01916999999999
43.37786,-76.95748
43.37728,-76.89579
43.37666,-76.8341
43.376,-76.77241
43.37531,-76.71072
43.41536,-79.67317
43.41626,-79.61143
43.417120000000004,-79.5497
43.41795,-79.48796
43.41874,-79.42622
43.4195,-79.36448
43.42023,-79.30274
43.42092,-79.241
43.42158,-79.17926999999999
43.42221,-79.11753
43.4228,-79.05579
43.423359999999995,-78.99406
43.42388,-78.93231
43.42437,-78.87057
43.42483,-78.80884
43.42525,-78.7471
43.42564,-78.68536
43.425990000000006,-78.62363
43.426320000000004,-78.56189
43.42661,-78.50014
43.42686,-78.43841
43.42708,-78.37666999999999
43.42727,-78.31493
43.42742,-78.2532
43.42754,-78.19145999999999
43.42763,-78.12971999999999
43.42768,-78.06799000000001
43.4277,-78.00624
43.42768,-77.9445
43.42763,-77.88277
43.42755,-77.82103000000001
43.42743,-77.75929000000001
43.427279999999996,-77.69756
43.4271,-77.63582
43.42688,-77.57406999999999
43.426629999999996,-77.51234000000001
43.42635,-77.4506
43.42603,-77.38886
43.425670000000004,-77.32713000000001
43.425290000000004,-77.26539
43.42487,-77.20365
43.42442,-77.14191
43.42393,-77.08017
43.42341,-77.01843000000001
43.42285,-76.9567
43.422259999999994,-76.89496
43.421640000000004,-76.83322
43.42099,-76.77148000000001
43.4203,-76.70975
43.41957,-76.64801
43.46125,-79.61265
43.462109999999996,-79.55086
43.46294,-79.48907
43.46373,-79.42729
43.464490000000005,-79.36551
43.46522,-79.30372
43.46591,-79.24194
43.466570000000004,-79.18015
43.46719,-79.11837
43.46778,-79.05659
43.46835,-78.9948
43.46887,-78.93301
43.469359999999995,-78.87123000000001
43.469809999999995,-78.80945
43.470240000000004,-78.74766
43.47063,-78.68587
43.47099,-78.62409
43.471309999999995,-78.56231
43.47159,-78.50053
43.47185,-78.43874
43.47207,-78.37695
43.47226,-78.31517
43.472409999999996,-78.25339
43.47253,-78.1916
43.472609999999996,-78.12980999999999
43.47267,-78.06803000000001
43.47269,-78.00625
43.47267,-77.94447
43.47262,-77.88268000000001
43.47254,-77.82089
43.47242,-77.75910999999999
43.47227,-77.69733000000001
43.47209,-77.63554
43.47187,-77.57375
43.47162,-77.51196999999999
43.471340000000005,-77.45019
43.47102,-77.3884
43.470659999999995,-77.32661
43.470279999999995,-77.26483
43.46986,-77.20305
43.469409999999996,-77.14126999999999
43.468920000000004,-77.07948
43.4684,-77.01769
43.46784,-76.95591
43.46725,-76.89413
43.46663,-76.83234
43.46598,-76.77055
43.46529,-76.70877
43.46456,-76.64699
43.463809999999995,-76.58521
43.5071,-79.55202
43.50793,-79.4902
43.508720000000004,-79.42836
43.509479999999996,-79.36653000000001
43.5102,-79.3047
43.5109,-79.24287
43.511559999999996,-79.18104
43.51218,-79.11921
43.51278,-79.05736999999999
43.513329999999996,-78.99554
43.51385,-78.93372
43.51435,-78.87189000000001
43.5148,-78.81005
43.515229999999995,-78.74821999999999
43.51562,-78.68639
43.51597,-78.62456
43.516290000000005,-78.56273
43.51658,-78.5009
43.51684,-78.43906
43.51706,-78.37724
43.51725,-78.31541
43.5174,-78.25357
43.517520000000005,-78.19174
43.5176,-78.12991
43.51765,-78.06808000000001
43.51767,-78.00625
43.51766,-77.94442
43.51761,-77.88259000000001
43.51753,-77.82075999999999
43.51741,-77.75893
43.51726,-77.6971
43.51708,-77.63526
43.51686,-77.57343
43.51661,-77.5116
43.51632,-77.44977
43.516009999999994,-77.38794
43.51565,-77.32611
43.51527,-77.26427
43.51485,-77.20245
43.51439,-77.14062
43.5139,-77.07879
43.51339,-77.01695
43.51283,-76.95512
43.512240000000006,-76.8933
43.51162,-76.83145999999999
43.51096,-76.76963
43.51027,-76.7078
43.50955,-76.64596999999999
43.508790000000005,-76.58414
43.508,-76.52231
43.50718,-76.46047
43.55209,-79.55319
43.55291,-79.49131
43.553709999999995,-79.42944
43.55447,-79.36755
43.55519,-79.30568000000001
43.555890000000005,-79.2438
43.55655,-79.18191999999999
43.55717,-79.12005
43.557759999999995,-79.05816999999999
43.55832,-78.99629
43.55885,-78.93441999999999
43.55934,-78.87254
43.55979,-78.81066
43.56021,-78.74878000000001
43.5606,-78.6869
43.560959999999994,-78.62503000000001
43.56128,-78.56315
43.56157,-78.50126999999999
43.561820000000004,-78.43939
43.56205,-78.37751999999999
43.56223,-78.31564
43.56239,-78.25376
43.562509999999996,-78.19189
43.56259,-78.13
43.56264,-78.06813000000001
43.56266,-78.00626
43.56265,-77.94436999999999
43.5626,-77.8825
43.56252,-77.82061999999999
43.5624,-77.75874
43.56225,-77.69686999999999
43.56207,-77.63499
43.56185,-77.57311
43.5616,-77.51123
43.56131,-77.44936
43.560990000000004,-77.38748000000001
43.56064,-77.3256
43.56025,-77.26373000000001
43.55983,-77.20184
43.55938,-77.13996999999999
43.5589,-77.07809
43.558370000000004,-77.01621
43.55782,-76.95434
43.55723,-76.89246
43.55661,-76.83058
43.55595,-76.76871
43.55526,-76.70683000000001
43.55454,-76.64495
43.553779999999996,-76.58306999999999
43.55299,-76.52119
43.552170000000004,-76.45931999999999
43.55131,-76.39744
43.55042,-76.33556
43.549490000000006,-76.27368
43.5979,-79.49243
43.5987,-79.4305
43.59946,-79.36858000000001
43.60018,-79.30666
43.60088,-79.24474000000001
43.60154,-79.18281
43.60216,-79.12089
43.60275,-79.05896
43.60331,-78.99704
43.60383,-78.93511
43.60432,-78.87319000000001
43.60478,-78.81126
43.60521,-78.74934
43.60559,-78.68741999999999
43.60595,-78.6255
43.60627,-78.56357
43.606559999999995,-78.50165
43.60682,-78.43972
43.60703,-78.3778
43.60722,-78.31586999999999
43.60738,-78.25395
43.607490000000006,-78.19202
43.60758,-78.1301
43.60763,-78.06818
43.60765,-78.00626
43.60764,-77.94433000000001
43.60759,-77.88241
43.60751,-77.82048
43.60739,-77.75856
43.607240000000004,-77.69664
43.60706,-77.63471
43.606840000000005,-77.57278000000001
43.606590000000004,-77.51086
43.6063,-77.44894000000001
43.605979999999995,-77.38701999999999
43.60563,-77.3251
43.60524,-77.26317
43.604820000000004,-77.20125
43.60437,-77.13932
43.60388,-77.0774
43.603359999999995,-77.01547
43.60281,-76.95355
43.60222,-76.89161999999999
43.6016,-76.8297
43.60094,-76.76778
43.60025,-76.70586
43.59953,-76.64393000000001
43.59877,-76.58201
43.59798,-76.52008000000001
43.597159999999995,-76.45815999999999
43.5963,-76.39623
43.59541,-76.33431
43.59448,-76.27238
43.59352,-76.21046
43.64517,-79.30764
43.64586,-79.24566999999999
43.64652,-79.18369
43.64715,-79.12173
43.64774,-79.05975
43.6483,-78.99779000000001
43.64882,-78.93581
43.64931,-78.87385
43.649770000000004,-78.81187
43.65019,-78.7499
43.65058,-78.68793000000001
43.650940000000006,-78.62595999999999
43.65126,-78.564
43.65155,-78.50202
43.6518,-78.44005
43.65202,-78.37808000000001
43.65221,-78.31611
43.652359999999994,-78.25414
43.65248,-78.19216999999999
43.652570000000004,-78.1302
43.65262,-78.06823
43.652640000000005,-78.00626
43.65263,-77.94429000000001
43.65258,-77.88231999999999
43.65249,-77.82035
43.65238,-77.75838
43.652229999999996,-77.6964
43.65204,-77.63444
43.65182,-77.57245999999999
43.65157,-77.5105
43.65129,-77.44852
43.65097,-77.38656
43.65062,-77.32458000000001
43.65023,-77.26261
43.649809999999995,-77.20065
43.649359999999994,-77.13866999999999
43.64887,-77.07670999999999
43.64835,-77.01473
43.6478,-76.95276
43.64721,-76.89079
43.64658,-76.82882
43.64593,-76.76685
43.64524,-76.70488
43.64452,-76.64291
43.64376,-76.58094
43.64297,-76.51897
43.642140000000005,-76.457
43.641290000000005,-76.39503
43.6404,-76.33306
43.63947,-76.27109
43.63851,-76.20911
43.69085,-79.2466
43.69151,-79.18459
43.69214,-79.12257
43.69273,-79.06055
43.693290000000005,-78.99854
43.69381,-78.93652
43.6943,-78.8745
43.694759999999995,-78.81248000000001
43.69518,-78.75046999999999
43.695570000000004,-78.68845
43.69593,-78.62643
43.69625,-78.56441
43.69654,-78.5024
43.69679,-78.44038
43.69701,-78.37836
43.6972,-78.31635
43.69735,-78.25433000000001
43.69747,-78.19230999999999
43.697559999999996,-78.13029
43.69761,-78.06828
43.69763,-78.00626
43.69761,-77.94424000000001
43.697559999999996,-77.88223
43.69748,-77.82021
43.697359999999996,-77.75819
43.69722,-77.69617
43.69703,-77.63416
43.69682,-77.57214
43.69656,-77.51012
43.69628,-77.44811
43.69596,-77.38609
43.695609999999995,-77.32406999999999
43.69522,-77.26205999999999
43.6948,-77.20004
43.69435,-77.13802
43.69386,-77.07601
43.69334,-77.01399
43.69278,-76.95196999999999
43.6922,-76.88996
43.69157,-76.82794
43.69092,-76.76592
43.69023,-76.70391
43.68951,-76.64189
43.68875,-76.57987
43.68796,-76.51786
43.687129999999996,-76.45584000000001
43.68628,-76.39381999999999
43.68538,-76.33181
43.684459999999994,-76.26979
43.6835,-76.20777
43.7365,-79.18547
43.73713,-79.12340999999999
43.73772,-79.06134
43.73827,-78.99928
43.7388,-78.93722
43.739290000000004,-78.87515
43.73975,-78.81309
43.74017,-78.75102
43.740559999999995,-78.68896
43.74091,-78.6269
43.741240000000005,-78.56483
43.74152,-78.50277
43.74178,-78.4407
43.742,-78.37865
43.74219,-78.31658
43.742340000000006,-78.25452
43.742459999999994,-78.19245
43.74255,-78.13039
43.7426,-78.06833
43.74261,-78.00626
43.7426,-77.9442
43.74255,-77.88214
43.742470000000004,-77.82008
43.74236,-77.75801
43.7422,-77.69595
43.742020000000004,-77.63389000000001
43.7418,-77.57182
43.74155,-77.50976
43.74126,-77.44769000000001
43.74095,-77.38564000000001
43.7406,-77.32356999999999
43.74021,-77.26151
43.73979,-77.19944
43.739329999999995,-77.13736999999999
43.73885,-77.07531999999999
43.73833,-77.01325
43.737770000000005,-76.95119
43.73718,-76.88911999999999
43.73656,-76.82706
43.73591,-76.765
43.73522,-76.70293000000001
43.73449,-76.64086999999999
43.733740000000004,-76.57881
43.73295,-76.51675
43.73212,-76.45468000000001
43.73126,-76.39262
43.73037,-76.33055
43.72945,-76.26849
43.78212,-79.12424
43.782709999999994,-79.06213000000001
43.78326,-79.00001999999999
43.78379,-78.93791
43.784279999999995,-78.8758
43.78474,-78.8137
43.78516,-78.75159000000001
43.78555,-78.68948
43.7859,-78.62737
43.78622,-78.56525
43.78651,-78.50314
43.786770000000004,-78.44104
43.78699,-78.37893000000001
43.78717,-78.31681999999999
43.78733,-78.25471
43.78745,-78.1926
43.78753,-78.13049000000001
43.78759,-78.06837
43.78761,-78.00627
43.78759,-77.94416
43.78754,-77.88205
43.787459999999996,-77.81994
43.78734,-77.75783
43.78719,-77.69572
43.787009999999995,-77.63361
43.78679,-77.5715
43.78654,-77.50939
43.78625,-77.44728
43.78593,-77.38517
43.785579999999996,-77.32306
43.7852,-77.26095
43.78478,-77.19884
43.78432,-77.13673
43.783840000000005,-77.07462
43.78332,-77.01250999999999
43.782759999999996,-76.9504
43.78217,-76.88829
43.78155,-76.82618000000001
43.7809,-76.76406999999999
43.7802,-76.70196999999999
43.77948,-76.63985
43.77872,-76.57774
43.77794,-76.51563
43.77711,-76.45352
43.77625,-76.39141
43.77536,-76.3293
43.774440000000006,-76.2672
43.82878,-78.93861
43.82927,-78.87646
43.82972,-78.8143
43.83015,-78.75214
43.83054,-78.68999000000001
43.830890000000004,-78.62783
43.83121,-78.56567
43.8315,-78.50352
43.831759999999996,-78.44136999999999
43.83198,-78.37921
43.832159999999995,-78.31705
43.83232,-78.2549
43.832440000000005,-78.19274
43.83252,-78.13058000000001
43.83258,-78.06843
43.83259,-78.00627
43.83258,-77.94411
43.83253,-77.88195999999999
43.83245,-77.8198
43.83233,-77.75764000000001
43.83218,-77.69549
43.832,-77.63333
43.83178,-77.57117
43.83153,-77.50901999999999
43.83124,-77.44686
43.83092,-77.3847
43.83057,-77.32256
43.83018,-77.2604
43.82977,-77.19824
43.82931,-77.13609
43.828829999999996,-77.07393
43.8283,-77.01177
43.82775,-76.94962
43.82716,-76.88746
43.82654,-76.8253
43.82588,-76.76315
43.8252,-76.70099
43.82447,-76.63883
43.82372,-76.57668000000001
43.82292,-76.51451999999999
43.8221,-76.45236
43.82124,-76.39021
43.82035,-76.32805
43.81942,-76.26589
43.87588,-78.6283
43.8762,-78.5661
43.876490000000004,-78.5039
43.876740000000005,-78.4417
43.87696,-78.37949
43.87715,-78.31728000000001
43.8773,-78.25508
43.87743,-78.19288
43.87751,-78.13068
43.877559999999995,-78.06846999999999
43.87758,-78.00627
43.87757,-77.94407
43.877520000000004,-77.88186999999999
43.87743,-77.81966
43.877320000000005,-77.75746
43.87717,-77.69526
43.876979999999996,-77.63306
43.87677,-77.57085
43.87652,-77.50865
43.87623,-77.44645
43.87591,-77.38425
43.87556,-77.32204
43.87518,-77.25984
43.873290000000004,-77.01103
43.87274,-76.94883
43.87215,-76.88663000000001
43.87153,-76.82441999999999
43.870870000000004,-76.76222
43.87018,-76.70002
43.86946,-76.63781999999999
43.8687,-76.57561
43.867909999999995,-76.5134
43.867090000000005,-76.4512
43.86623,-76.389
43.86534,-76.3268
43.92196,-78.37977
43.92214,-78.31752
43.922290000000004,-78.25527
43.92241,-78.19301999999999
43.9225,-78.13078
43.92255,-78.06853000000001
43.92257,-78.00628
43.92255,-77.94403
43.922509999999996,-77.88176999999999
43.92242,-77.81953
43.922309999999996,-77.75728000000001
43.92216,-77.69503
43.92197,-77.63278000000001
43.92176,-77.57053
43.9215,-77.50829
43.92122,-77.44604
43.9209,-77.38378
43.92055,-77.32153000000001
43.91714,-76.88579
43.91652,-76.82354000000001
43.915859999999995,-76.76129
43.91517,-76.69904
43.91445,-76.6368
43.91369,-76.57455
43.9129,-76.5123
43.912079999999996,-76.45005
43.91122,-76.38779
43.91033,-76.32555
43.9094,-76.2633
43.90844,-76.20105
43.90745,-76.1388
43.96754,-77.94398000000001
43.967490000000005,-77.88169
43.96741,-77.81939
43.9673,-77.7571
43.96715,-77.6948
43.96696,-77.63251
43.96674,-77.57021
43.96327,-77.00955
43.962720000000004,-76.94725
43.96213,-76.88495999999999
43.96151,-76.82266
43.96085,-76.76037
43.960159999999995,-76.69807
43.95943,-76.63577
43.95868,-76.57348
43.95789,-76.51118000000001
43.95707,-76.44889
43.95621,-76.38659
43.95531,-76.3243
43.954390000000004,-76.262
43.95343,-76.19971
43.95244,-76.13741
44.01195,-77.63223
44.007709999999996,-76.94646
44.00711,-76.88412
44.00649,-76.82178
44.00584,-76.75944
44.00515,-76.6971
44.00443,-76.63476
44.00367,-76.57240999999999
44.00288,-76.51007
44.00205,-76.44773
44.00119,-76.38538
44.0003,-76.32304
43.99938,-76.2607
43.99842,-76.19836
44.0521,-76.88329
44.05148,-76.8209
44.05083,-76.75851
44.05014,-76.69612
44.049409999999995,-76.63374
44.04866,-76.57135
44.04787,-76.50896
44.04704,-76.44657
44.04618,-76.38419
44.04529,-76.32179000000001
44.04436,-76.25941
44.043409999999994,-76.19700999999999
44.096470000000004,-76.82002
44.09581,-76.75758
44.09512,-76.69515
44.0944,-76.63271999999999
44.09364,-76.57028000000001
44.09285,-76.50785
44.09203,-76.44541
44.09117,-76.38298
44.13939,-76.6317
44.13863,-76.56921
44.137840000000004,-76.50674000000001
44.18362,-76.56815
